account length,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn_True,international plan_yes,voice mail plan_yes
122,40,216,80,249,90,185,99,12,4,1,0,1,1
33,35,161,85,151,82,191,131,8,2,1,0,0,1
94,0,118,90,205,57,172,100,10,6,3,0,0,0
100,0,179,123,196,132,186,116,10,10,1,0,0,0
106,0,147,97,209,99,162,80,8,5,2,0,0,0
148,38,209,110,116,73,109,105,16,4,2,0,0,1
120,29,244,140,322,89,166,83,10,6,0,0,0,1
91,34,175,96,262,122,143,76,5,11,1,0,0,1
86,0,150,92,120,95,271,96,9,2,1,0,0,0
78,25,197,73,295,113,211,73,13,2,0,0,0,1
94,0,163,136,143,111,253,82,12,5,1,0,0,0
85,0,236,93,197,113,309,78,11,7,2,1,0,0
89,0,82,77,167,80,194,70,7,4,1,0,0,0
128,0,216,111,153,115,227,74,12,4,1,0,0,0
115,0,180,119,198,126,217,70,12,3,1,0,1,0
76,0,143,55,173,108,239,95,5,6,1,0,0,0
75,39,198,107,280,132,129,73,11,7,1,0,0,1
90,29,185,106,219,113,152,120,11,5,2,0,0,1
30,0,137,108,162,80,187,126,5,10,3,0,0,0
105,0,273,119,278,103,255,90,10,7,1,1,1,0
102,31,125,92,141,108,168,68,6,2,3,0,0,1
83,0,178,102,167,84,178,65,8,4,3,0,0,0
63,49,214,86,198,89,170,139,8,5,0,0,0,1
155,0,163,93,203,102,159,109,15,4,2,0,0,0
82,29,163,77,134,112,79,95,8,2,2,0,0,1
87,0,189,113,204,100,221,93,13,3,1,0,0,0
115,26,155,110,230,133,261,100,4,4,0,0,0,1
99,0,242,102,350,102,163,93,11,3,0,1,1,0
121,44,254,127,180,108,196,129,8,4,3,0,1,1
54,33,112,90,208,112,150,83,11,4,2,0,0,1
105,0,115,73,267,83,114,90,13,5,3,0,0,0
73,0,137,102,210,114,191,120,11,4,1,0,0,0
95,0,198,113,235,144,325,99,10,3,0,0,0,0
21,19,132,94,204,101,154,78,12,7,3,0,0,1
163,25,219,99,210,99,242,88,13,8,2,0,0,1
57,0,169,96,234,112,285,83,11,4,0,0,0,0
104,0,160,73,293,103,306,90,12,5,4,0,1,0
83,20,95,89,167,92,200,79,11,2,0,0,0,1
141,0,160,87,256,120,270,107,7,1,2,0,0,0
95,0,194,114,232,106,173,92,3,2,3,0,0,0
184,0,236,73,287,120,192,94,13,4,1,1,0,0
67,0,179,125,173,86,272,97,10,4,0,0,0,0
104,0,148,108,161,113,259,103,11,4,0,0,1,0
71,39,183,103,209,111,172,109,11,6,1,0,0,1
149,0,119,88,168,110,204,119,12,6,4,1,0,0
154,35,224,102,192,99,163,100,9,2,0,0,0,1
138,21,19,149,140,109,179,111,7,1,0,0,0,1
117,0,184,83,248,101,133,113,9,8,1,0,0,0
130,0,176,140,201,104,161,123,11,5,1,0,0,0
73,0,241,115,168,133,169,122,11,2,2,0,0,0
100,38,224,121,294,131,290,61,9,6,0,0,0,1
149,0,207,115,198,82,114,83,8,4,1,0,0,0
29,0,196,81,168,110,132,98,12,7,2,0,0,0
131,0,110,74,115,90,190,114,15,9,1,0,0,0
153,0,122,145,273,103,197,71,8,3,2,0,0,0
84,0,226,144,201,122,130,121,13,5,2,0,0,0
133,0,187,65,141,128,238,108,10,8,2,0,0,0
112,0,170,113,193,129,188,91,11,6,0,0,0,0
87,0,204,101,161,80,285,89,9,3,0,0,0,0
72,0,165,114,235,97,210,120,12,5,2,0,0,0
66,0,154,133,198,121,151,100,9,3,4,1,0,0
65,29,158,104,322,81,210,96,8,6,1,0,0,1
74,0,225,93,215,120,241,95,9,2,2,0,0,0
68,0,172,95,139,90,174,99,11,1,2,0,0,0
68,0,222,99,175,85,202,111,11,3,3,0,0,0
54,0,214,77,240,94,188,75,10,3,1,0,1,0
99,0,54,92,173,103,195,125,7,3,1,0,0,0
107,0,134,104,174,94,311,79,7,3,3,0,0,0
124,0,184,74,175,84,158,95,10,6,1,0,0,0
95,36,283,112,286,86,261,129,11,3,3,0,0,1
173,0,291,143,214,134,151,119,9,2,0,1,0,0
110,0,222,94,105,98,214,78,13,4,1,0,0,0
102,0,174,79,236,136,270,110,8,5,0,0,0,0
130,0,68,86,193,110,171,139,10,4,0,0,0,0
91,31,273,78,215,98,104,114,9,2,1,0,0,1
64,0,225,134,108,87,139,132,17,9,1,1,1,0
176,23,283,130,162,74,177,104,7,6,1,0,0,1
93,0,131,78,219,106,155,103,11,2,1,1,1,0
84,12,89,87,138,73,165,114,10,2,1,0,0,1
138,0,127,102,247,106,207,75,5,3,3,0,0,0
101,28,105,132,231,107,281,120,10,5,1,0,0,1
136,0,142,79,158,113,177,75,6,11,2,0,0,0
111,0,191,80,138,94,246,107,6,3,2,0,0,0
132,36,201,93,156,75,131,92,13,5,0,0,0,1
128,0,247,91,182,60,143,112,14,2,3,0,0,0
92,38,242,96,159,144,210,108,8,1,1,0,0,1
197,0,127,80,222,115,173,95,13,5,5,1,1,0
191,0,162,104,241,120,210,83,10,7,1,0,0,0
99,33,179,93,238,102,165,96,10,1,2,0,0,1
106,31,197,125,123,110,115,101,12,4,3,0,0,1
88,0,148,82,308,67,235,79,6,4,2,0,0,0
78,0,193,85,172,105,129,119,10,1,0,0,0,0
98,0,171,99,174,87,189,130,7,6,1,0,0,0
17,35,198,123,270,74,209,130,8,10,1,0,0,1
56,24,121,87,184,76,266,98,12,3,1,0,0,1
84,0,130,105,278,60,305,74,14,6,2,0,0,0
95,0,203,96,168,61,173,105,13,3,2,0,0,0
16,0,174,83,280,122,171,80,10,8,5,0,0,0
76,0,241,120,231,96,220,67,9,1,1,1,1,0
93,0,141,95,221,100,227,71,10,3,0,0,0,0
83,0,134,96,167,78,161,123,7,5,2,0,0,0
123,0,163,119,249,51,168,77,9,10,1,0,0,0
64,0,145,116,228,110,273,91,8,8,1,0,0,0
82,0,329,73,208,120,267,102,10,6,0,1,0,0
107,0,194,97,186,131,178,106,12,1,2,0,0,0
110,0,131,93,272,106,192,105,7,4,1,0,0,0
96,29,150,91,159,75,228,55,8,3,1,0,0,1
47,30,196,93,241,140,226,118,12,4,2,0,0,1
115,0,99,107,145,96,149,99,14,4,2,0,0,0
69,0,143,88,141,86,194,83,10,5,3,0,0,0
163,40,231,56,211,91,268,74,12,3,2,0,0,1
90,0,37,80,155,105,175,111,14,5,3,0,0,0
98,0,72,107,186,103,175,110,10,4,3,0,0,0
90,39,94,89,219,91,197,65,11,5,1,0,0,1
174,15,221,143,210,115,221,109,12,9,1,0,0,1
95,0,269,120,233,120,179,61,7,4,2,1,0,0
79,0,268,114,185,111,264,88,6,7,1,1,0,0
123,27,198,127,249,105,173,124,12,5,1,0,0,1
114,0,202,100,195,102,291,120,13,5,2,0,0,0
141,0,215,113,200,81,153,107,12,6,1,0,0,0
132,0,169,107,209,121,206,79,11,2,1,0,0,0
133,0,201,85,169,116,286,80,6,4,0,0,0,0
133,0,221,133,160,140,161,84,8,3,4,0,0,0
93,32,218,117,115,61,192,85,9,5,2,0,0,1
34,0,293,89,272,71,178,76,11,10,2,1,0,0
140,0,120,108,240,84,216,74,7,3,4,1,0,0
96,26,175,96,206,84,178,105,11,2,2,0,0,1
144,0,278,95,240,90,120,90,11,5,1,1,0,0
24,29,236,105,190,114,129,105,7,2,3,0,0,1
54,0,273,113,119,156,267,117,11,3,1,0,0,0
50,0,131,129,160,94,206,88,5,9,5,1,0,0
92,23,167,83,258,129,116,110,11,3,4,0,0,1
96,0,197,68,250,53,181,67,10,3,3,0,0,0
146,0,169,93,230,71,269,115,9,7,2,0,0,0
138,17,225,116,173,88,145,99,11,4,0,0,1,1
102,0,174,73,213,114,164,116,10,5,4,0,0,0
76,0,129,84,177,80,228,87,7,3,5,1,0,0
99,0,200,66,107,104,233,82,11,2,3,0,0,0
83,36,95,87,261,105,228,109,13,4,0,0,0,1
36,25,152,110,242,67,147,74,9,2,1,0,0,1
70,0,129,102,208,133,231,93,14,3,1,0,0,0
109,0,268,85,150,131,297,84,9,8,2,1,1,0
100,0,188,152,148,115,179,88,15,5,2,0,0,0
104,0,170,97,162,111,210,131,6,1,1,0,0,0
106,0,191,124,200,116,230,76,8,3,1,0,0,0
84,0,75,96,179,113,193,134,12,1,1,0,0,0
80,0,149,123,276,75,241,75,10,7,2,0,0,0
100,0,115,87,111,56,170,77,7,4,1,0,0,0
99,0,128,86,203,105,282,131,14,4,2,0,0,0
50,0,131,108,216,103,196,126,11,5,1,0,0,0
105,0,101,48,159,119,259,53,12,2,1,0,0,0
113,23,149,104,235,67,201,76,9,5,4,0,0,1
111,36,96,123,170,105,166,85,13,4,2,0,0,1
161,0,107,121,256,46,247,131,12,3,2,0,0,0
70,0,232,95,303,111,255,104,12,7,0,1,0,0
97,43,121,105,260,115,222,100,8,5,3,0,0,1
130,0,124,70,270,99,239,83,3,6,0,0,0,0
92,0,157,101,298,100,216,99,13,3,1,0,0,0
119,0,124,68,207,88,157,93,14,1,0,0,0,0
115,0,286,125,205,74,191,141,6,6,1,1,0,0
134,0,141,95,205,101,218,60,8,6,0,0,0,0
127,25,173,91,245,64,300,99,4,3,0,0,0,1
80,0,268,120,301,147,167,140,5,1,2,1,0,0
153,31,218,130,134,103,118,105,9,6,0,0,0,1
85,0,255,114,194,83,276,78,3,5,3,0,0,0
79,0,41,124,211,95,237,55,11,5,1,0,0,0
35,0,260,87,258,78,131,123,5,2,1,0,0,0
120,26,239,94,259,88,238,132,7,3,0,0,0,1
68,0,226,94,168,129,188,117,10,1,0,0,0,0
60,0,179,147,208,89,248,98,13,6,1,1,0,0
120,0,158,110,197,103,154,132,10,5,1,0,0,0
71,23,175,82,258,136,268,154,14,7,1,0,0,1
124,0,157,107,167,112,188,102,8,3,3,0,0,0
23,0,113,74,168,95,262,126,6,2,1,1,0,0
181,0,161,83,124,83,262,98,14,3,0,1,1,0
63,0,142,92,208,102,228,120,7,2,2,0,0,0
54,0,190,108,259,108,141,111,9,2,2,1,1,0
80,15,159,110,170,120,141,82,11,5,1,0,1,1
118,39,153,106,123,111,117,103,9,6,1,0,1,1
42,0,180,127,174,94,165,114,12,6,2,0,1,0
134,0,202,105,224,90,253,108,12,7,0,0,0,0
66,35,190,100,261,93,209,108,8,6,0,0,0,1
66,0,205,102,232,109,259,95,9,6,2,0,0,0
127,28,235,124,236,113,241,127,7,2,1,0,0,1
146,0,189,77,155,128,186,83,7,3,0,0,0,0
93,42,166,101,273,84,171,106,11,1,1,0,0,1
77,0,245,87,254,83,239,91,7,4,0,1,0,0
111,0,132,125,221,67,127,101,12,2,4,1,0,0
125,0,182,64,139,121,171,96,11,7,2,0,0,0
115,14,192,86,88,90,229,120,10,3,2,0,0,1
115,0,122,110,220,100,179,124,10,2,2,1,1,0
114,0,193,101,250,81,133,79,9,2,2,0,0,0
106,0,158,112,220,114,252,106,9,3,0,0,0,0
118,39,91,125,219,113,229,99,12,8,2,0,0,1
59,0,153,92,205,88,114,89,12,10,1,0,0,0
87,40,221,79,157,74,222,124,11,3,1,0,1,1
21,0,244,81,168,117,281,87,6,1,1,0,0,0
142,24,239,103,285,65,256,106,9,4,0,0,0,1
62,0,172,132,230,100,228,109,11,5,0,0,0,0
149,0,242,83,245,97,219,80,10,3,3,1,0,0
54,39,117,82,159,60,236,113,11,10,2,0,0,1
112,0,174,127,259,71,170,120,11,7,1,0,0,0
68,0,157,83,220,85,218,129,12,7,1,0,0,0
201,21,192,97,239,81,116,125,15,3,1,0,0,1
88,0,218,76,169,60,141,99,8,1,1,0,0,0
85,29,144,97,140,102,165,148,10,3,1,0,0,1
51,0,153,108,232,85,214,92,14,4,0,1,1,0
45,29,135,104,222,101,235,92,7,6,2,0,0,1
116,0,160,69,146,106,287,144,8,5,0,0,0,0
146,31,202,91,241,108,169,77,7,2,1,0,0,1
63,34,152,119,227,91,195,103,12,5,1,0,0,1
133,0,227,90,73,135,114,99,4,7,0,0,0,0
125,0,191,115,205,108,210,123,9,3,2,0,0,0
72,0,138,111,211,102,179,91,10,3,1,0,0,0
130,0,127,102,206,107,231,99,6,6,0,0,0,0
97,0,168,87,259,105,279,123,7,4,1,0,0,0
54,0,286,73,223,108,203,107,11,5,1,1,0,0
160,29,164,121,262,108,123,131,15,4,1,0,0,1
79,0,144,90,135,91,212,129,13,4,1,0,0,0
92,47,141,95,207,130,203,95,10,11,0,0,0,1
59,0,204,65,247,123,214,94,12,4,1,0,0,0
132,0,163,80,167,90,87,90,6,10,1,0,0,0
21,0,225,110,244,111,221,93,10,4,0,0,0,0
93,0,176,103,199,130,263,96,8,6,2,0,0,0
147,36,254,78,228,105,98,125,13,7,5,0,0,1
101,0,174,105,262,75,210,93,8,5,1,0,0,0
125,0,187,118,160,111,263,112,9,2,0,1,1,0
63,0,211,84,230,137,217,99,10,9,3,0,0,0
107,0,241,102,126,117,185,92,11,6,0,0,0,0
110,0,196,103,199,123,135,71,12,1,3,0,0,0
83,0,231,100,210,84,217,106,12,2,3,0,0,0
117,0,161,104,196,119,294,111,13,2,1,0,0,0
124,0,194,103,241,116,227,153,11,5,0,0,0,0
115,0,109,148,223,87,240,96,15,8,3,0,0,0
156,0,277,119,238,106,94,96,8,3,1,0,1,0
89,0,192,83,163,88,169,138,6,3,0,0,0,0
72,0,198,147,216,121,112,125,13,4,0,0,0,0
101,42,209,82,159,74,181,100,9,3,0,0,0,1
53,0,184,98,216,125,141,116,18,3,2,0,0,0
116,0,167,119,142,123,190,128,7,4,2,0,0,0
78,0,139,140,191,113,286,125,11,3,3,0,0,0
117,17,221,82,167,100,262,87,4,4,0,0,0,1
56,0,121,84,165,115,243,95,8,2,1,0,0,0
123,39,270,99,245,110,108,113,15,7,1,0,0,1
127,0,139,94,240,112,127,88,8,4,2,0,0,0
116,23,253,78,138,121,277,104,11,3,2,0,0,1
138,26,183,83,240,93,185,125,15,3,1,0,0,1
120,0,203,108,259,66,115,103,7,2,3,0,0,0
102,0,200,106,152,127,199,128,7,2,3,0,0,0
95,0,167,96,176,89,250,113,13,6,2,0,0,0
102,0,156,67,204,103,141,72,9,2,2,0,0,0
89,25,215,140,197,69,162,117,10,10,1,0,0,1
50,0,301,82,167,118,72,89,10,6,1,0,0,0
68,0,195,116,212,101,138,134,15,11,1,0,0,0
70,0,208,97,275,83,182,122,8,3,2,0,0,0
138,29,190,87,223,123,256,130,14,6,0,0,0,1
141,37,185,87,178,128,218,107,8,3,4,0,0,1
112,17,183,95,252,125,156,95,9,3,0,0,0,1
117,0,54,100,303,84,171,84,8,2,1,1,1,0
1,26,208,115,185,113,177,144,8,9,1,0,0,1
70,0,230,110,77,87,247,105,13,4,1,0,0,0
87,22,240,102,75,106,224,115,7,3,2,0,0,1
52,21,195,119,106,95,157,94,5,3,2,0,0,1
97,0,276,82,201,106,231,73,8,4,0,1,0,0
105,0,166,93,175,106,243,55,16,3,2,0,0,0
77,28,135,117,244,102,207,74,11,3,4,1,0,1
80,0,189,122,223,92,269,116,13,3,2,1,1,0
120,43,177,117,175,70,161,117,11,4,1,0,0,1
54,39,143,73,210,117,129,117,12,8,2,0,0,1
148,0,148,138,159,123,197,62,8,3,2,0,1,0
119,0,287,115,159,99,216,86,13,1,2,1,0,0
162,26,179,144,218,129,212,105,9,8,1,1,0,1
85,0,165,96,190,141,144,116,10,3,5,1,0,0
101,25,144,144,167,105,240,107,14,3,1,0,0,1
172,0,172,85,253,71,221,113,5,6,0,0,0,0
80,0,199,138,167,91,271,94,5,4,1,0,0,0
67,0,109,134,142,76,91,86,10,5,2,0,0,0
86,0,171,106,301,44,139,108,9,5,1,0,0,0
107,0,222,101,286,111,249,117,12,4,1,1,0,0
133,0,245,102,264,90,111,103,11,7,0,0,0,0
116,0,164,110,270,103,230,109,8,3,0,0,0,0
63,0,211,107,271,77,203,108,7,7,0,0,0,0
119,16,147,103,160,96,184,120,7,2,0,1,1,1
133,0,254,103,252,80,178,103,8,3,0,1,1,0
94,0,170,113,271,94,110,78,8,4,1,0,1,0
69,0,195,91,261,57,203,90,11,5,0,0,0,0
119,0,81,75,253,114,213,125,8,1,2,1,0,0
142,25,191,109,149,120,227,60,9,3,0,0,1,1
123,0,206,115,224,86,197,60,8,2,3,0,0,0
101,0,239,156,273,106,278,93,13,8,1,1,0,0
43,0,179,97,252,126,227,114,8,5,0,0,0,0
69,0,185,91,219,88,243,107,5,5,0,0,0,0
15,0,141,80,123,76,323,88,8,3,2,0,1,0
107,25,248,91,119,115,194,83,12,1,1,0,0,1
67,0,152,131,252,107,185,104,4,3,2,0,0,0
99,0,145,102,230,87,181,86,11,7,1,0,0,0
46,0,164,116,196,153,236,119,8,1,1,0,0,0
55,0,221,115,165,97,235,117,9,4,1,0,1,0
39,0,295,126,232,117,204,123,11,2,1,1,0,0
92,0,139,98,174,143,201,135,9,7,2,0,0,0
56,0,162,99,149,78,255,115,14,1,4,1,0,0
76,0,272,97,236,95,235,105,7,2,0,1,0,0
132,33,200,75,226,67,198,91,12,3,2,0,1,1
140,28,157,77,172,97,184,94,11,9,1,0,0,1
51,12,135,60,200,134,192,98,12,7,2,0,1,1
27,0,236,110,231,92,164,85,12,6,1,0,0,0
105,28,156,89,107,114,167,95,14,3,0,1,1,1
117,0,191,93,282,56,84,118,12,4,2,0,0,0
135,0,218,123,242,64,85,80,10,3,4,0,0,0
146,0,205,101,134,77,310,83,10,2,3,0,0,0
147,0,225,111,184,98,143,146,9,1,0,1,1,0
68,0,249,127,254,118,273,98,8,6,2,1,0,0
68,0,131,89,137,109,256,107,10,5,3,0,0,0
86,21,197,99,165,100,208,120,10,9,0,0,0,1
131,0,166,129,210,107,257,93,9,5,1,0,0,0
86,29,225,79,187,112,281,112,12,3,1,0,0,1
159,0,275,103,189,108,223,93,7,5,2,1,0,0
134,40,142,105,88,61,290,96,10,6,1,0,0,1
113,0,207,113,256,80,211,87,9,1,1,0,0,0
132,0,206,100,211,118,196,122,10,6,1,0,0,0
85,0,210,66,195,76,221,82,11,7,1,0,0,0
93,38,225,117,119,122,193,125,14,7,1,1,1,1
174,33,167,91,205,91,130,132,14,4,4,1,0,1
61,0,197,118,152,96,221,93,7,3,2,0,0,0
91,39,169,105,65,116,144,92,10,4,1,0,0,1
88,28,190,104,237,105,211,116,9,1,2,0,0,1
88,45,80,140,153,101,309,123,12,3,2,0,0,1
195,36,231,110,225,88,201,89,12,2,0,0,0,1
182,0,69,114,230,109,256,96,6,4,0,0,0,0
118,0,188,60,217,64,220,100,8,7,4,0,0,0
65,0,192,89,139,88,187,102,5,4,2,0,0,0
61,25,163,78,113,112,134,118,9,3,3,0,0,1
172,0,211,100,198,101,301,136,6,9,1,0,0,0
72,0,175,103,132,120,242,96,11,3,1,0,0,0
113,0,150,120,200,85,266,105,11,3,2,0,0,0
177,0,189,99,176,117,225,112,14,2,1,0,0,0
67,0,215,102,190,95,214,106,8,6,1,0,0,0
136,0,101,105,202,99,136,119,9,6,3,0,0,0
71,0,258,132,126,119,182,87,9,8,4,0,0,0
134,0,242,126,152,115,318,115,11,6,1,0,0,0
124,0,131,82,284,119,305,101,11,2,1,0,0,0
84,0,190,102,197,141,247,102,9,6,2,0,0,0
39,0,154,104,204,112,196,92,9,4,2,0,0,0
110,0,188,127,90,118,150,64,15,3,3,0,0,0
102,0,103,70,275,129,141,92,11,5,1,0,0,0
70,0,175,130,159,130,260,96,11,4,0,0,0,0
142,0,145,93,209,98,214,96,10,1,1,0,0,0
81,0,250,85,187,50,120,131,7,5,1,0,1,0
17,0,161,123,214,81,315,106,8,5,1,0,0,0
119,0,260,101,256,68,229,89,10,2,1,1,0,0
105,0,281,124,301,96,202,109,8,3,0,1,0,0
108,42,130,90,167,128,244,80,13,5,3,1,1,1
90,0,102,118,113,134,188,105,11,3,2,0,0,0
100,33,218,104,155,144,99,117,12,4,1,0,0,1
155,30,128,86,188,91,254,85,6,6,1,0,0,1
113,0,128,100,227,67,178,135,9,4,2,1,0,0
123,0,172,92,162,76,250,101,8,4,1,0,0,0
145,0,199,124,126,86,289,135,7,3,1,0,0,0
42,0,184,98,200,93,279,91,8,3,2,0,0,0
125,0,168,99,175,107,243,92,10,7,0,0,0,0
131,30,174,118,205,81,218,90,6,3,1,0,0,1
107,0,230,65,257,80,107,88,8,3,1,0,0,0
48,0,198,73,202,115,146,73,5,5,1,0,0,0
76,0,186,96,211,100,230,100,8,4,0,0,0,0
128,0,148,105,243,106,255,114,6,2,1,0,0,0
73,0,157,109,268,83,181,91,10,8,0,0,0,0
52,0,155,110,133,104,176,84,7,4,4,1,0,0
126,26,129,123,176,114,154,102,9,7,1,0,1,1
124,0,188,77,182,123,218,127,6,6,1,0,0,0
137,0,208,120,225,100,221,130,11,5,0,0,0,0
71,0,238,82,278,94,193,134,11,10,0,1,0,0
139,0,211,103,206,108,193,70,5,4,0,0,0,0
107,30,198,87,207,90,159,76,12,4,3,0,0,1
147,0,212,79,204,91,156,113,10,2,1,0,0,0
116,0,137,126,120,94,130,64,12,2,3,0,0,0
60,31,191,75,267,135,200,62,12,3,2,0,0,1
38,0,149,92,49,78,163,93,13,11,0,0,0,0
63,0,117,118,249,90,162,84,11,4,3,0,0,0
94,0,108,79,241,152,252,92,10,3,3,0,0,0
131,0,112,133,199,116,142,105,10,5,0,0,0,0
158,0,175,105,188,88,188,98,11,6,1,0,0,0
139,0,236,109,169,107,212,118,11,2,1,1,0,0
77,0,169,102,184,144,234,89,2,7,1,0,0,0
140,0,129,79,246,99,172,124,9,10,3,0,0,0
72,0,177,97,184,105,174,94,8,6,1,0,0,0
52,20,133,63,184,123,272,107,13,2,1,0,0,1
103,0,167,121,212,123,208,73,13,3,5,0,0,0
74,32,174,107,310,115,234,92,9,4,1,0,0,1
124,0,150,101,255,112,136,62,12,4,2,0,0,0
85,21,283,110,239,108,149,80,6,1,5,0,0,1
113,20,157,83,161,56,271,100,8,2,5,1,0,1
71,0,141,132,149,90,171,72,7,2,2,0,0,0
177,27,230,106,196,78,215,108,10,2,1,0,0,1
49,0,237,92,208,119,167,86,15,6,2,1,1,0
106,0,204,84,168,61,164,102,13,3,3,1,1,0
60,0,221,106,178,48,202,90,7,3,1,0,0,0
43,0,177,93,142,60,314,144,12,2,4,0,0,0
66,0,118,133,248,99,214,122,5,5,1,0,0,0
125,0,163,73,255,85,192,95,15,4,0,0,0,0
114,4,141,96,230,88,223,85,9,3,3,0,0,1
112,0,272,119,226,94,159,94,16,5,3,1,0,0
101,16,118,112,228,97,180,111,8,5,2,0,0,1
59,0,159,96,167,123,138,106,10,4,0,0,0,0
59,0,150,70,185,98,212,128,12,2,1,0,0,0
99,0,140,88,210,98,229,125,12,4,2,0,0,0
150,0,169,123,216,83,179,107,12,3,1,0,0,0
81,0,220,77,148,87,183,100,7,3,2,0,0,0
86,0,216,96,266,77,214,110,4,3,0,0,0,0
84,0,169,96,157,94,98,70,10,7,0,0,0,0
118,35,256,119,258,91,215,130,11,1,1,0,0,1
89,0,179,128,299,92,185,120,7,3,1,0,0,0
93,0,266,120,130,84,165,63,13,6,3,0,0,0
85,0,96,97,193,95,171,88,9,3,2,0,0,0
160,0,82,116,194,95,159,54,10,9,0,0,0,0
28,0,168,87,161,92,192,112,10,3,3,0,0,0
156,0,174,95,186,128,258,105,12,5,3,0,0,0
33,0,190,100,161,104,189,136,13,6,1,0,1,0
77,0,175,86,205,78,245,100,17,3,4,0,0,0
119,0,133,102,204,71,196,103,11,7,1,0,0,0
91,27,204,96,136,93,210,82,6,2,3,0,0,1
102,0,242,88,233,89,188,121,6,6,3,0,0,0
86,33,253,112,210,94,95,98,11,4,3,0,0,1
82,0,130,110,185,88,178,105,8,4,0,0,0,0
89,0,105,151,189,142,170,67,12,7,0,0,0,0
86,0,194,98,193,95,192,123,9,7,3,0,0,0
134,0,183,111,123,92,160,105,6,2,1,0,0,0
92,0,196,82,190,89,163,99,10,2,2,0,0,0
87,0,184,81,172,103,183,96,13,3,3,0,0,0
64,0,261,113,148,99,145,74,13,4,0,0,0,0
80,0,202,118,260,67,177,112,9,5,3,0,0,0
165,39,167,113,172,94,192,113,9,4,3,0,0,1
153,22,167,104,246,91,203,117,7,11,1,0,0,1
41,30,191,109,193,86,149,93,11,4,1,0,0,1
108,0,240,78,230,109,217,83,5,1,2,0,0,0
104,26,189,112,178,97,199,104,11,4,1,0,0,1
115,0,127,67,182,90,172,92,10,7,1,0,0,0
87,0,205,106,99,122,189,75,13,3,1,0,0,0
159,23,153,93,216,88,161,91,12,3,2,0,0,1
119,0,154,129,193,87,180,145,13,3,2,0,0,0
69,0,153,109,194,105,256,114,14,6,1,0,0,0
87,36,171,138,185,102,227,97,10,3,1,0,1,1
93,0,328,106,151,89,303,114,8,3,1,1,0,0
154,0,145,69,208,141,180,106,14,10,0,1,1,0
57,37,201,76,280,122,154,110,11,1,1,0,0,1
130,0,139,72,246,112,207,121,11,9,5,0,0,0
151,0,118,128,278,65,194,61,13,10,2,0,0,0
162,0,217,87,279,71,250,65,10,4,2,1,0,0
60,0,145,133,209,92,328,112,14,2,1,0,0,0
81,0,203,89,289,69,212,71,8,3,3,0,0,0
132,0,240,115,180,91,133,122,8,6,3,0,0,0
86,0,83,121,240,96,158,108,6,8,1,0,0,0
136,0,269,106,228,101,257,106,10,8,1,1,0,0
121,21,126,84,209,102,192,129,10,2,1,0,0,1
105,15,88,125,175,142,269,85,9,1,2,0,0,1
105,34,218,61,196,74,151,103,9,4,2,0,0,1
51,26,236,61,263,97,181,91,11,8,1,0,0,1
64,0,124,117,192,108,162,84,6,5,3,0,0,0
80,30,184,132,167,109,212,114,10,10,0,0,1,1
56,0,222,133,277,89,101,94,13,4,4,0,0,0
120,0,149,98,193,88,248,119,11,5,1,0,0,0
103,0,206,125,180,113,220,95,12,4,3,0,0,0
164,27,159,102,168,113,244,127,9,9,3,0,0,1
116,27,204,118,209,91,212,67,7,2,2,0,0,1
121,0,213,79,120,116,244,102,7,4,1,0,0,0
55,0,269,121,171,91,219,98,8,6,1,0,1,0
183,0,116,92,213,112,214,112,9,6,2,0,0,0
104,0,263,101,235,117,102,146,13,4,0,0,0,0
90,0,140,97,213,102,120,126,7,2,1,0,0,0
82,0,197,101,127,83,142,103,13,3,1,0,0,0
101,0,136,92,220,110,196,116,13,7,3,0,0,0
9,16,88,87,178,108,228,96,11,3,2,0,0,1
97,0,215,58,242,91,279,105,12,9,0,0,0,0
94,0,269,104,193,144,257,61,8,2,3,1,0,0
127,25,203,118,267,48,225,105,7,5,0,0,0,1
125,34,268,112,222,108,117,102,10,3,0,0,0,1
140,0,159,104,269,106,220,116,10,4,1,0,0,0
90,0,114,122,127,154,253,109,10,5,2,0,0,0
67,0,138,65,208,109,232,82,9,3,2,0,0,0
113,0,186,55,237,105,148,83,12,6,1,0,0,0
121,26,170,91,254,90,219,122,15,5,0,0,0,1
93,0,164,95,230,87,149,91,9,3,4,0,0,0
121,0,168,121,168,94,95,59,12,4,1,0,0,0
53,0,261,119,250,105,176,112,9,2,0,1,0,0
75,0,190,91,178,75,162,113,13,5,1,0,0,0
132,0,181,121,314,109,246,81,4,9,2,0,0,0
162,0,177,131,114,122,153,88,6,6,3,0,0,0
140,0,160,114,240,103,233,121,11,4,1,0,0,0
91,0,134,116,295,98,195,121,6,5,2,0,0,0
73,28,198,107,139,123,199,139,8,1,2,0,0,1
95,0,228,134,255,71,208,120,10,2,4,1,1,0
145,0,241,137,135,100,277,123,13,3,0,0,0,0
100,0,131,108,176,81,89,81,4,4,1,0,0,0
122,0,234,101,200,121,237,89,13,9,2,0,0,0
109,0,200,72,300,120,236,68,11,5,0,0,0,0
82,0,154,107,94,114,287,95,10,7,1,0,0,0
65,23,224,106,189,100,222,75,9,4,0,0,0,1
